Parti,Cumle,PozSkor,NegSkor,algoritma_kod
AKP,"•	 2022 yılında e-İhracat Desteklerini uygulamaya koyarak, e-ihracata  yönelik dijital pazarlamadan, sipariş karşılamaya, yurtdışı pazaryeri  entegrasyonundan, çevrimiçi mağaza oluşturmaya kadar kurgulanan  güçlü bir destek paketi hayata geçirdik.",1,0,pozitif
AKP,"•	 Firmalarımızın ihracat süreçlerinde ihtiyaç duydukları tüm bilgilere tek  bir elden ulaşmalarını ve yapay zekâ destekli akıllı ihracat robotuyla,  pazar ve ürün tavsiyeleri almalarını sağlayan Kolay İhracat Platformu’nu  oluşturarak 56 bini aşkın kullanıcıya eriştik.",0,0,nötr
AKP,226 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r Birlikte Yapacağız •	 Önümüzdeki dönemde gümrük ve ticaret işlemlerini dijitalleşme ve ye- şil dönüşüm odağında daha hızlı ve daha kolay yapılır hale getirmeye  devam edeceğiz.,0,0,nötr
AKP,"•	 İhracatta Blokzincir Kullanımı Projemiz ile ihracat işlemlerinde tüm  gümrük ve lojistik süreçlerinin blokzincir altyapısı ile tüm paydaşlarca  elektronik ortamda tek bir ekrandan yürütülmesi ve izlenmesini sağla- yacak, gümrük işlemlerini yeni teknolojiler yoluyla daha hızlı, kolay ve  etkin yapılır ve izlenir hale getireceğiz.",1,0,pozitif
AKP,"Ülkelerin e-ticaret pazarları, önemli yurt dışı pazaryerleri, çok- lu kanalları ile tüketici davranışları hakkında bilgi ihtiyaçlarının tek bir  platformdan karşılanmasını ve yapay zekâ uygulamaları dahil gelişmiş  bir teknoloji altyapısıyla hedef pazar belirleme noktasında e-ihracata  yönelik çevrimiçi dijital danışmanlık verilmesini sağlayacağız.",1,0,pozitif
AKP,"İ s t i ̇ k r a r l ı  v e  G ü ç l ü  E k o n o m i 227 •	 Dijital dönüşüm ışığında, ticaret sicili işlemlerinde ödemeler de dâhil  tüm süreçlerin elektronik ortamda yürütülmesini sağlayacak, e-defte- rin mevzuat ve sistem altyapısını oluşturacağız.",0,0,nötr
AKP,"•	 Tüketici uyuşmazlıklarının dijital dönüşüm odağında daha hızlı, basit ve  kolay bir şekilde çözülebilmesini sağlayacağız.",0,0,nötr
AKP,"•	 Tüketici hakem heyetlerini 81 il merkezinde olacak şekilde yeniden ya- pılandıracak, beşerî ve dijital kapasiteyi geliştirerek başvuru ve incele- me süreçlerini kolaylaştıracağız.",0,0,nötr
AKP,•	 Başta dijital ve teknoloji temelli piyasalar olmak üzere tüm piyasalarda  rekabet ihlallerinin tespitinde ve soruşturma süreçlerinin yürütülmesin- de etkinliği artıracağız.,0,0,nötr
AKP,"228 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r •	 Tüm sektörlerde yürütülen rekabet soruşturmalarında aktif iş birliği,  uzlaşma ve taahhüt mekanizmalarının kullanılmasını sağlayacak, dijital  ve teknoloji temelli piyasalarda mevzuat çalışmaları, birleşme devral- maların kontrolü, sektör incelemeleri ve soruşturmalar ile aktif rol alın- masını, dijital piyasalarda hem platformlar arasındaki hem de platform  içi rekabetin teşvik edilmesi amacıyla gerekli düzenleme ve denetle- melerin yapılmasını sağlayacağız.",0,0,nötr
AKP,•	 Kaçakçılıkla mücadelede kapsamında gümrük idarelerimizde yerli ve  milli teknolojilerin kullanımını yaygınlaştıracağız.,2,0,pozitif
AKP,"•	 Piyasa gözetimi ve denetimi ile ürün güvenliği mevzuatını, yeşil dönü- şüm, döngüsel ekonomi ve yapay zekâ üçgeninde güncel hale getire- ceğiz.",0,0,nötr
AKP,"•	 Yenilikçi, orta yüksek ve yüksek teknoloji firmalarına hizmet vermek  üzere bir KOBİ Yatırım Bankası kuracağız.",1,0,pozitif
AKP,•	 KOBİ’lerin rekabet güçlerini artırmaya yönelik eğitim ve teknoloji geliş- tirme konularında destek programlarını devreye alacağız.,1,0,pozitif
AKP,•	 Dijital dönüşümü yaygınlaştırmaya yönelik programları imalat sanayi- inin farklı kollarına adapte ederek KOBİ’lerin dijitalleşme süreçlerine  destek vereceğiz.,1,0,pozitif
AKP,•	 Dijital dönüşümün platform imkânlarından yararlanarak KOBİ’lerin yerli  tedarik zincirini güçlendirecek şekilde büyük ölçekli firmalar etrafında  kümelenerek konumlanmalarını teşvik edeceğiz.,1,0,pozitif
AKP,•	 Bilişim sektöründe yer alan start-up firmalarının ürün ve hizmetlerini  kolaylıkla pazarlamalarına yönelik olarak 2028 yılına kadar 5 ülkede  Uluslararası Teknoloji Pazarlama Ofisi kuracağız.,0,0,nötr
AKP,"Enerji ve Madencilik Yerli ve millî, yenilikçi ve yeşil üretim yapısı anlayışıyla, millî teknoloji  hamlemizin desteğiyle, enerji alanında Türkiye Yüzyılı’nı büyük atılımlarla  karşılamaya hazırlanıyoruz.",2,0,pozitif
AKP,"AK Parti olarak, enerji ve madencilikte tam bağımsız ve merkez bir ülke  olma ülküsü ile girdiğimiz Türkiye Yüzyılı’nda, ülkemizin istikrar ve gü- ven temelinde ekonomik ve sosyal olarak kalkınması için ihtiyaç duydu- ğu enerjiyi, geliştirdiğimiz yerli ve milli enerji teknolojileri ile nitelikli insan  kaynağımızı en etkin şekilde kullanarak sürekli, güvenli, kaliteli ve en az  maliyetle milletimizin hizmetine sunmak temel amacımızdır.",3,0,pozitif
AKP,"•	 Çevreyi ve temiz kömür teknolojilerini gözeterek, ülkemizin yerli kö- mür potansiyelinden azami faydalanarak enerjide dışa bağımlılığımızı  azaltmak amacıyla yapılan arama ve üretim çalışmaları neticesinde,  yerli kömür kaynaklı elektrik kurulu gücümüzü 2022 yılı sonu itibarıy- la 11.437 MW’a, yerli kömür kaynaklı üretimimizi ise yıllık 49,5 milyar  kWh’e ulaştırdık.",2,0,pozitif
AKP,•	 Elektrik Piyasasında Depolama Faaliyetleri Yönetmeliği’ni yayımladık ve  batarya teknolojilerinin elektrik iletim ve dağıtım sistemlerimize enteg- rasyonunun önünü açtık.,0,0,nötr
AKP,Enerji teknolojilerindeki küresel gelişmelere  ve ihtiyaçlara bağlı olarak yeni enstitüler kurduk.,1,0,pozitif
AKP,"Böylece, enerji ve  madencilik teknolojilerinde kamu ve özel sektör ile üniversitelerin bir  araya gelerek yürüttükleri proje ve diğer çalışmalarda sinerji oluştur- malarını sağladık.",0,0,nötr
AKP,•	 Yatırımcılara rehberlik edecek “Hidrojen Teknolojileri Stratejisi ve Yol  Haritası”nı kamuoyu ile paylaştık.,0,0,nötr
AKP,"İ s t i ̇ k r a r l ı  v e  G ü ç l ü  E k o n o m i 245 Birlikte Yapacağız •	 AK Parti olarak yüzyılın enerjisini hayatımızın her alanında hissede- ceğimiz Türkiye Yüzyılı’nda yerli ve yenilenebilir enerji kaynaklarımızı  en üst düzeyde değerlendiren, yeşil dönüşümü enerji ve madencilik  sektörünün merkezine koyan, enerji verimliliğini ve enerjinin depolan- masına dair imkânları artırmayı hedefleyen, nükleer teknolojiyi elektrik  üretiminde kullanarak kaynak çeşitliliğine katkı sağlayan, çevresel etki- leri en aza indiren enerji ve madencilik politikalarımızı ve stratejilerimizi  geliştirmeye devam edeceğiz.",2,0,pozitif
AKP,246 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r •	 Elektrik iletim şebekesinin altyapısının yeni teknolojilerle güçlendiril- mesine devam edeceğiz.,1,0,pozitif
AKP,"•	 Enerji, nükleer ve maden teknolojileri alanlarında yüksek teknolojilerin  geliştirilmesi ve katma değeri yüksek stratejik ürünlerin ülkemizde üre- tilmesini sağlamak amacıyla Araştırma ve Pilot Uygulama Merkezleri  kuracağız.",0,0,nötr
AKP,"•	 Hidrojen, net sıfır hedefimiz için önemli alternatiflerden olup hidrojen  değer zinciri oluşturarak başta yerli elektrolizörün ve batarya sistem- lerinin geliştirilmesi olmak üzere, hidrojen teknolojilerinde ve ekonomi- sinde öncü bir ülke olacağız.",2,0,pozitif
AKP,•	 Yerli kömürün değerlendirilmesi için temiz kömür teknolojilerinin uygu- lanması çalışmalarına hız vereceğiz.,1,0,pozitif
AKP,Maden  atık/artık/pasalarında yer alan ileri teknoloji elementlerin potansiyelinin  belirlenmesine yönelik proje gerçekleştireceğiz.,1,0,pozitif
AKP,"•	 Türkiye Yüzyılı, yerli ve milli Ar-Ge ve Ür-Ge faaliyetleri neticesinde uç  ürünlerin geliştirilmesinden ticarileştirilmesine kadar enerji ve maden  teknolojilerinin her aşamada atılım yapacağı, bu alanlarda yaşanan di- jital dönüşümün ve yapay zekâ uygulamalarının verimliliği zirveye taşı- yacağı ve ülkemizin teknoloji geliştirme konusunda küresel bir merkez  haline geleceği bir dönem olacaktır.",3,0,pozitif
AKP,Milli savunma sanayimiz için devamlı yükselttiğimiz hedeflerimize en  yakın olduğumuz müstesna teknolojilerden ilk jet motorlu insansız hava  muharebe aracımız Kızılelma ve ilk yerli jet eğitim ve hafif taarruz uçağı  Hürjet ile ülkemiz için yeni bir döneme kapı araladık.,3,0,pozitif
AKP,"Küresel bir ilgi odağı  haline gelen, savunma sanayii alanında oyunun kurallarını değiştirdiğimi- ze işaret eden Kızılelma ile teknolojiyi takip eden değil teknolojide öncü  rol üstlenen, teknolojiyi sadece kullanan değil geliştiren ve ihraç eden  Türkiye olma vizyonumuzu hayata geçiriyoruz.",1,0,pozitif
AKP,"İ s t i ̇ k r a r l ı  v e  G ü ç l ü  E k o n o m i 253 Milli şuurla bu azim ve kararlığımızı devam ettirerek, tehditleri sınır- larımızın ötesinde, kaynağında bertaraf etmeyi öngören proaktif savun- ma ve güvenlik politikamız ana ekseninde, önümüzdeki dönemde de milli  güvenliğimizi ve çıkarlarımızı koruyacak teknolojiler geliştirmeye devam  edeceğiz.",1,0,pozitif
AKP,"Diğer yandan, savunma sanayiinde elde ettiğimiz  teknolojik kabiliyetleri sivil sanayi ve teknoloji alanlarında kullanma kapa- sitemizi geliştireceğiz.",0,0,nötr
AKP,"•	 Ülkemizin mühendislik kabiliyetinin sembolü, bağımsızlığımızın gökyü- zündeki yeni temsilcisi olarak Taarruzi İnsansız Hava Aracımız Akıncı  ile Türkiye bu teknolojide dünyanın en ileri 3 ülkesinden biri olmuştur.",2,0,pozitif
AKP,"•	 Milli muharip uçak, dikey iniş/kalkış yapabilen SİHA’lar ve muharip in- sansız uçaklar ile insansız kara ve deniz araçları, uydu sistemleri de  dâhil haberleşme ve bilgi teknolojileri, elektronik harp, siber güvenlik,  uzun menzilli hava savunma ve füze sistemleri alanlarında önemli ge- lişmeler kaydettik.",1,0,pozitif
AKP,•	 Terör operasyonlarında istihbarat amaçlı kullanılacak olan ülkemizin ilk  yapay zekâ destekli Sinyal İstihbarat Platformumuzun (KAŞİF) saha ve  fabrika kabul testlerini başarıyla tamamlayıp kullanıma sunduk.,0,0,nötr
AKP,"•	 Önümüzdeki dönemde de tüm insanlığa hizmet edecek şekilde, caydı- rıcı güç statümüzü koruyarak huzur ve barış ortamını güçlendirmek ve  sürdürülebilir refah artışı sağlamak üzere savunma sanayii teknolojisin- deki atılımlarımızı sürdüreceğiz.",1,0,pozitif
AKP,•	 Yerli ve millî savunma sanayimiz ile yenilikçi ve çığır açan teknolojilere  yatırım yapmaya devam edecek ve yerlileşme oranını daha da artıra- cağız.,2,0,pozitif
AKP,"•	 Başta Milli Muharip Uçağı, İHA/SİHA, Gemi, Denizaltı, Füze, Tank, Siper  olmak üzere nanoteknoloji, bioteknoloji, lazer, kuantum teknolojileri ve  yapay zekâ destekli otonom sistemler gibi yenilikçi ve çığır açan tek- nolojilere yatırım yaparak savunma sanayiimize yeni kabiliyetler kazan- dıracağız.",3,0,pozitif
AKP,"•	 Milli muharip uçak, dikey iniş/kalkış yapabilen SİHA’lar ve muharip in- sansız uçaklar ile insansız kara ve deniz araçları, uydu sistemleri de  dâhil haberleşme ve bilgi teknolojileri, elektronik harp, siber güvenlik,  uzun menzilli hava savunma ve füze sistemleri alanlarında önemli ge- lişmeler kaydederek Türkiye Yüzyılı’na yakışır bir savunma sanayiine  kavuşacağız.",1,0,pozitif
AKP,"•	 Tasarım, üretim, bakım, onarım ve modernizasyonda yerli ve sürdürü- lebilir ileri teknoloji merkezi olacağız.",3,0,pozitif
AKP,260 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r •	 Savunma sanayiinde yerli ve milli teknolojinin kullanım oranının arttı- rılması amacıyla yerli ve milli firmalarla onaylı tedarikçi ve Stratejik İş  Birliği Anlaşması faaliyetleri yürüteceğiz.,2,0,pozitif
AKP,"•	 İnsansız Hava Aracı teknolojileri alanında ortaya koyduğumuz başarıları  özellikle insansız otonom sistemler, yapay zekâ uygulamaları, akıllı si- lah sistemleri konularında ülkemizi dünyada en ileri noktaya taşıyacak  stratejilerle destekleyeceğiz.",1,0,pozitif
AKP,•	 Mayın temizliği hususunda dünyadaki gelişen teknolojiyi takip ederek  yerli ve milli ekipman üretilmesini sağlayacağız.,2,0,pozitif
AKP,•	 Milli savunma eğitiminde teknolojik altyapı ve beşerî eksikliklerin gide- rilmesi için gerekli yatırım ve çalışmaları tamamlayacağız.,2,0,pozitif
AKP,•	 Savunma sanayiinde yerlileşme ve millileşme arttıkça firmalarımızın  sivil endüstrilerde kullanacağı teknolojik kabiliyetler de gelişmektedir.,0,0,nötr
AKP,Bu süreci daha sistemli bir şekilde ele alacak ve sivil alanlara teknoloji  transferini hızlandırıcı platformları ve mekanizmaları geliştireceğiz.,0,0,nötr
AKP,"Dijitalleşme ve Dijital Dönüşüm AK Parti olarak bilgiye, bilime ve teknolojiye yatırımı, aydınlık yarınla- rımızın teminatı olarak görüyoruz.",0,0,nötr
AKP,Kalkınmamıza ve vatandaşlarımızın re- fahının yükseltilmesine olan stratejik katkısı bağlamında yeşil dönüşümle  birlikte dijitalleşmenin desteklenmesi en temel önceliklerimizdendir.,0,0,nötr
AKP,Yapı- sal ve insan odaklı değişimleri de dikkate alarak dijital dönüşümde gerekli  adımları hızla ve kararlılıkla atıyoruz.,0,0,nötr
AKP,"İnsan, süreç ve teknoloji odağında Türkiye Yüzyılı; çağı yakalayan ülke- den, çağa yön veren ülkeye giden yolculuğun adıdır.",0,0,nötr
AKP,Bilgiye ulaşma hak- kının kolaylaştığı ve demokratikleştiği Türkiye Yüzyılı’nda dijital dönüşüm  yolculuğumuz bu yönde adım atan ülkelere de ışık olacaktır.,0,0,nötr
AKP,"Dijital dönüşüm; sanayiden tarıma, finanstan sağlığa, ulaşımdan kamu  hizmetlerine kadar insan hayatının tüm alanlarında doğrudan geniş bir  etki alanına sahiptir.",0,0,nötr
AKP,"Küresel salgın süreciyle daha da hızlanan dijital dö- nüşümde, Türkiye dijital teknolojileri en iyi kullanan ülkeler arasında yer  almıştır.",0,0,nötr
AKP,"“Dijital Türkiye” vizyonumuz kapsamında; son 20 yılda vatandaşları- mıza yalnızca hizmet sunmakla kalmayıp aynı zamanda bu hizmetlerin  en kolay, en hızlı ve en ulaşılabilir olması için bilimin ve teknolojinin tüm  olanaklarını kullandık.",0,0,nötr
AKP,"Ülkemizi siber alanda daha güçlü kılacak yenilikçi yerli ve milli tekno- loji ve çözümler geliştirmeyi, “yıkıcı” teknolojiler başta olmak üzere anlık  değişim ve dönüşümün beklenmedik etkilerini yönetebilecek daha etkin  bir yönetişim yapısını hayata geçirmeyi dijital dönüşüm çalışmalarımızın  odağına yerleştirdik.",2,0,pozitif
AKP,"Cumhurbaşkanlığı Hükümet Sistemi’nin sonuç odaklı ve etkin yönetim  yapısı doğrultusunda dijital dönüşüm, siber güvenlik, büyük veri ve yapay  zekâ ile diğer yenilikçi teknolojilerle ilgili çalışmaların koordinasyonunu  Dijital Dönüşüm Ofisini kurarak tek çatı altında topladık.",0,0,nötr
AKP,Bu kurumsal ya- pılanma akabinde Dijital Türkiye hedefini gerçekleştirme yönünde önemli  adımlar attık.,0,0,nötr
AKP,"262 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r Türkiye Yüzyılı’nda, dünyadaki siyasi, ekonomik, sosyal tüm ilişkileri  yeniden tasarlayan, dijital dönüşümü sadece takip eden değil, buna yön  veren, çağı yakalayan değil, çağın ötesine geçen küresel bir dijital güç  olmak üzere çalışmalarımıza aralıksız şekilde devam edeceğiz.",1,0,pozitif
AKP,"Dijitalin  Yüzyılı’nı, Türkiye’nin yüz yılında hayata geçirmek adına, dijital dönüşümü  ülkemizin kalkınma hedefleriyle harmanlayarak, ülkemizi yüksek rekabet  gücüne sahip, dijitalleşen dünyada her alanda kendinden söz ettiren bir  oyuncu konumuna ulaştıracağız.",1,0,pozitif
AKP,Her alanda rekabetçi bir Türkiye için sanayinin ve KOBİ’lerin dijital dö- nüşümü olmazsa olmazdır.,0,0,nötr
AKP,"Sanayideki dijital dönüşüm, değer zincirinin  her aşamasında etkinlik ve verimlilik artışları oluşturması bakımından  stratejiktir.",0,0,nötr
AKP,"Bu noktada, sanayinin ve KOBİ’lerin dijital dönüşümü için atılan  nitelikli adımları çoğaltacağız.",0,0,nötr
AKP,"Bu alanı, oluşturulan kurumsal ve stratejik  düzenlemeler ile daha da geliştirecek, yeni yol haritaları ve özel kurgulan- mış teşvik mekanizmaları ile dijital dönüşüm süreçlerini hızlandıracağız.",1,0,pozitif
AKP,"Dijitalleşmeyi kamu hizmetlerinin sunumundan dış politikaya, iklim de- ğişikliği ile mücadeleden afet konusundaki çalışmalara varıncaya kadar  her alanda kritik bir unsur olarak görüyoruz.",0,0,nötr
AKP,"Eğitimden sağlığa, adaletten  milli savunmaya, kamu yönetiminden üretim, ticaret ve lojistik hizmetlere  kadar hayatın her alanını etkileyen dijitalleşmede, küresel düzeyde öne  çıkan, güçlü ve rekabetçi bir ülke olarak küresel düzeyde öne çıkmayı he- defleyerek dijitalleşmenin getirdiği dönüşüm fırsatlarını yakalarken, aynı  zamanda alanında lider bir aktör olarak dijital çağda diplomasimizi de bu  temeller üzerine inşa edeceğiz.",3,0,pozitif
AKP,"Yerli ve milli yenilikçi teknolojilerin geliştirilmesi, milli yazılımların des- teklenmesi çalışmalarımızı kararlılıkla sürdürürken, bir milli güvenlik me- selesi olarak ülkemizin her bir karış toprağının korunduğu gibi verilerin ve  kritik altyapıların da siber saldırılara karşı aynı ciddiyetle korunması için  tüm tedbirleri alıyoruz.",2,0,pozitif
AKP,"Ürettiğimiz veriyi yalnızca korumak değil, işlemek, anlamlandırmak ve  kullanılabilir hale getirmek üzere yapay zekâ, büyük veri, makine öğren- mesi, robotik teknolojiler gibi alanlarda yaşanan büyük dönüşümü yönet- me bilinciyle çalışıyoruz.",0,0,nötr
AKP,"Veri mahremiyetinin de de önce ekonomi değil,  önce insan anlayışı ile hareket ediyor, insan merkezli dijital dönüşümü  gerçekleştiriyoruz.",0,0,nötr
AKP,İ s t i ̇ k r a r l ı  v e  G ü ç l ü  E k o n o m i 263 Birlikte Yaptık •	 İktidarlarımız döneminde dijitalleşmeyi her alanda vatandaşlarımızın  refahının ve rekabetçiliğimizin korunması için öncelikli politika ala- nı haline getirdik.,0,0,nötr
AKP,"Milli Teknoloji Hamlesi ve Dijital Türkiye vizyonuyla,  yerli ve milli yenilikçi teknolojilerin geliştirilmesi, milli yazılımların des- teklenmesi, kritik altyapıların korunması gibi konuları önceliklendirdik,  e-devlet ve siber güvenliğe özel önem verdik.",2,0,pozitif
AKP,"•	 Bu sayede, bilgi ve iletişim teknolojileri (BİT) alanında önemli gelişmeler  kaydettik.",0,0,nötr
AKP,"•	 Hükümetlerimizin gerçekleştirdiği dijitalleşme atılımlarıyla kamu hiz- metlerini büyük oranda dijital ortamda sunmaya başladık; eğitim, sağ- lık, adalet, sosyal güvenlik, vergi ve belediye hizmetleri gibi fiziki kamu  hizmetlerinin sunumunda yaşanan kuyrukları ortadan kaldırdık.",0,0,nötr
AKP,2023 yılı ocak ayı sonu itibarıyla da 945 kurum ve kuruluşun 6.821 hiz- metinin sunulduğu Türkiye’nin en büyük dijital platformu haline getirdik.,0,0,nötr
AKP,"264 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r •	 Cumhurbaşkanlığı Hükümet Sistemi’ne geçişin ardından başlattığımız  Dijital Türkiye çalışmaları kapsamında vatandaşımızdan talep edilen  belge sayısını yüzde 95 azalttık, resmi yazışma işlem sürelerini, gelen  evrakta ortalama yüzde 71, giden evrakta yüzde 32 düşürdük.",0,0,nötr
AKP,"•	 Birleşmiş Milletler (BM), Avrupa Birliği (AB) ve Dünya Bankası gibi kuru- luşların hazırladığı uluslararası dijital devlet endekslerinde en iyi ülkeler  grubuna girdik.",0,0,nötr
AKP,"•	 G20, OECD, Avrupa Konseyi gibi küresel ve bölgesel birliklerde yapay  zekâ etiği, veri mahremiyeti, dijital demokrasi gibi konularda sadece  ülkemiz için değil, tüm insanlığı ve bireylerin dijital hak ve mahremiyet- lerini korumaya yönelik katkılarda bulunduk.",0,0,nötr
AKP,•	 “Ulusal Yapay Zekâ Stratejisi 2021-2025” (UYZS) ile ülkemizde yapay  zekâ alanında yürütülen çalışmaları ortak bir zemine oturtacak tedbir- ler ve bu tedbirleri hayata geçirmek üzere oluşturulacak yönetişim me- kanizmasını ortaya koyduk.,0,0,nötr
AKP,"Yapay Zekâ Ekosistem Çağrısı ile teknoloji  geliştiren KOBİ ve üniversiteler, büyük ölçekli kuruluşlarla iş birliğine  girişerek yapay zekâ çözümleri geliştiriyorlar.",0,0,nötr
AKP,İ s t i ̇ k r a r l ı  v e  G ü ç l ü  E k o n o m i 265 •	 Küresel pandemi sürecinde sağlıkta yapay zekâ çalışmalarına önem  vererek çeşitli alanlarda yapay zekâ kullanımını başlattık.,0,0,nötr
AKP,"Ayrıca, ka- rar destek sistemi rolü üstlenecek yapay zekâ projelerini (Türk Beyin  Projesi, Sayısal Göz Projesi) hayata geçirdik.",1,0,pozitif
AKP,•	 Yapay zekâ ve yenilikçi teknolojilerin geliştirilebilmesi için anonimleş- tirilmiş ve mahremiyeti sağlanmış veriden değer üreten veri paylaşım  projesi olan AçıkVeri Projesini başlattık.,0,0,nötr
AKP,"•	 Akademik araştırmalar ve endüstrinin ihtiyacı arasında bir köprü olma- nın yanında, yeni teknoloji ve ürünlerin ortaya çıkarılması sağlayacak  finans, akıllı üretim, akıllı tarım, iklim değişikliği ve ticareti odağına alan  Yapay Zekâ Enstitüsünü kurduk.",2,0,pozitif
AKP,•	 Yapay zekâ alanındaki çalışmalarımızı daha ileriye taşıyacak olan  “Kamu Veri Alanı Projesi”ni başlattık.,0,0,nötr
AKP,"Proje kapsamında, kamu kurum- larının elindeki verilerin diğer kamu kurumlarıyla kontrollü şekilde pay- laşılmasını ve böylece yapay zekâ ve büyük veri çalışmalarının kamuda  yaygınlaştırılmasını ve daha kolay şekilde hayata geçirilmesini amaçlı- yoruz.",0,0,nötr
AKP,"Ayrıca, blokzincir üzerinden dijital kimlikler ve bunların saklanması ve  kullanılması için oluşturulan dijital kimlik ve cüzdanlar ile e-Devlet en- tegrasyonunu sağladık.",0,0,nötr
AKP,266 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r •	 Sanayinin dijital dönüşümünü gerçekleştirecek iş gücünü yetiştirmek  amacıyla lise seviyesinde bilişim teknolojileri alanında müfredatı oluş- turduk.,0,0,nötr
AKP,•	 Ülkemizin dijital dönüşümüne hız kazandıracak 5G ve ötesi iletişim alt- yapılarında kullanılacak kritik teknolojiler ve ürünlerin yerli ve milli ola- rak geliştirilmesine yönelik çalışmaları destekledik.,2,0,pozitif
AKP,"•	 Dijital altyapılarımızı güçlendirmek amacıyla 2008 yılında TÜRKSAT-3A,  2014 yılında TÜRKSAT-4A ve TÜRKSAT-4B, 2021 yılında TÜRKSAT-5A  ve TÜRKSAT-5B haberleşme uydularımızı uzaya fırlattık.",0,0,nötr
AKP,Bölgesine bakılmaksızın dijitalleşme yatırımlarını 5.,0,0,nötr
AKP,•	 İmalat sanayimizin verimlilik alanında yetkinliğini artırmak için Yetkinlik  ve Dijital Dönüşüm Merkezlerini (Model Fabrikalar) faaliyete geçirdik.,0,0,nötr
AKP,"•	 Sanayide verimlilik ve dijital dönüşümü hızlandırmak için Ankara, Bur- sa, İzmir, Konya, Kayseri, Mersin ve Gaziantep’te yetkinlik ve dijital dö- nüşüm merkezleri kurduk.",0,0,nötr
AKP,•	 KOBİ’lerin dijital dönüşüm süreçlerini desteklemek için ülkemize özgü  faktörleri dikkate alarak mevcut dijital olgunluk seviyesini tespit ve yol  haritalarının hazırlanması için Dijital Dönüşüm Değerlendirme Modelini  (DDX) geliştirdik.,0,0,nötr
AKP,"•	 Dijital Dönüşüm Danışmanlığı Desteği ile işletmelerin mevcut durumla- rını analiz ediyor, dijitalleşmeye yönelik bulut bilişim, nesnelerin inter- neti ve robotik yatırımlarını destekliyoruz.",0,0,nötr
AKP,İşletmelerin dijital dönüşümü  ve dijital teknolojilerin ülkemizde üretilmesi noktasında gerekli destek- leri sağlıyoruz.,1,0,pozitif
AKP,•	 2015 yılında yürürlüğe alınan KOBİGEL-KOBİ Gelişim Destek Programı  ile başta sanayide dijital dönüşüm konusu olmak üzere çağrılara çıkıla- rak KOBİ’lerimizi 2 Milyon TL’ye kadar destekliyoruz.,2,0,pozitif
AKP,İ s t i ̇ k r a r l ı  v e  G ü ç l ü  E k o n o m i 267 •	 Sağlık ve mobilite alanlarında yeni ürün ve çözümleri milli imkânlarla  geliştirme ve küresel değer zincirinde rekabetçiliğimizi arttırma hede- fiyle “Mobilite Araç ve Teknolojileri Strateji Yol Haritası” ile “Akıllı Yaşam  ve Sağlık Ürün ve Teknolojileri Yol Haritası”nı yayımladık.,2,0,pozitif
AKP,"•	 Şehirlerin fiziksel, sosyal ve dijital planlamalarını birlikte ele alabilmek,  şehir içindeki organizasyonel yapılar arası etkileşimi sağlayarak bütün- leşik hizmet sunumu ve yenilik üretme potansiyelini ortaya çıkarmak  üzere Akıllı Şehir Stratejisini yayımladık ve Akıllı Şehir uygulamalarını  başlattık.",1,0,pozitif
AKP,268 T Ü R K İ Y E  Y Ü Z Y I L I  İ ç i n  D o ğ r u  A d ı m l a r Birlikte Yapacağız  •	 AK Parti iktidarı ile ülkemiz Dijital Devrim Türkiye’si olacak ve Türkiye  Yüzyılı Dijitalin Yüzyılı olacaktır.,1,0,pozitif
AKP,"yüzyılda dijital devlet, siber güvenlik, büyük veri ve yapay zekâ,  blokzincir gibi yenilikçi dijital teknolojilerde gerçekleştireceğimiz  atılımlarla, ülkemizi Dijital Türkiye hedefine ulaştıracak ve Dijitalin  Yüzyılı’nda vatandaşlarımızın günlük yaşamlarını daha kolay ve konfor- lu hale getireceğiz.",0,0,nötr
AKP,"•	 Yapay Zekâ Stratejimiz ile yapay zekâ alanının GSYH’ye katkısını yüzde  5’in üzerine çıkaracak, bu alanda 50.000 kişi istihdam edilmesini, lisan- süstü düzeyde 10.000 mezun sayısına ulaşmayı ve uluslararası kuru- luşların yapay zekâ endekslerindeki sıralamalarında Türkiye’nin ilk 20  ülke arasında yer almasını sağlayacağız.",0,0,nötr
AKP,"•	 Ankara’da devreye alacağımız yeni veri merkezimizdeki, yeni nesil  TRUBA süper bilgisayarı ülkemizde yapay zekâ alanında yapılacak ça- lışmalardaki kapasitemizi beş kat artıracak.",1,0,pozitif
AKP,•	 Ülkemizi dijital dönüşümü ilgilendiren uluslararası endekslerde ilk 10’a  taşıyacağız.,0,0,nötr
